ENTIDAD FEDERATIVA;PROGRAMA DE ESTUDIOS;Lugares Ofertados;Solicitudes de Primer Ingreso Hombres;Solicitudes de Primer Ingreso Mujeres;Solicitudes de Primer Ingreso;Primer Ingreso Hombres;Primer Ingreso Mujeres;Primer Ingreso Total;Matrícula Hombres;Matrícula Mujeres;Matrícula Total;Egresados Hombres;Egresados Mujeres;Egresados Total
NUEVO LEÓN;LICENCIATURA EN ENSEÑANZA DE LAS CIENCIAS FÍSICO-MATEMÁTICAS;7;1;1;2;0;0;0;1;1;2;0;0;0
NUEVO LEÓN;LICENCIATURA EN ENSEÑANZA DE LAS CIENCIAS QUIMICOBIOLÓGICAS;4;2;2;4;2;0;2;2;2;4;0;0;0
NUEVO LEÓN;LICENCIATURA EN ENSEÑANZA DE LAS CIENCIAS SOCIALES;1;0;1;1;0;0;0;0;1;1;0;0;0
NUEVO LEÓN;LICENCIATURA EN ENSEÑANZA DEL IDIOMA INGLÉS;55;7;34;41;7;34;41;14;67;81;0;9;9
NUEVO LEÓN;LICENCIATURA EN ENSEÑANZA DEL INGLÉS;11;1;10;11;1;4;5;1;10;11;0;2;2
NUEVO LEÓN;LICENCIATURA EN ESTUDIOS HUMANÍSTICOS Y SOCIALES;20;3;11;14;3;11;14;7;33;40;4;8;12
NUEVO LEÓN;LICENCIATURA EN ESTUDIOS INTERNACIONALES;25;19;39;58;13;19;32;83;157;240;5;27;32
NUEVO LEÓN;LICENCIATURA EN FILOSOFÍA;75;48;4;52;43;2;45;137;3;140;24;0;24
NUEVO LEÓN;LICENCIATURA EN FILOSOFÍA Y HUMANIDADES;50;13;13;26;4;5;9;59;42;101;8;1;9
NUEVO LEÓN;LICENCIATURA EN FINANZAS;41;12;1;13;12;1;13;54;10;64;6;4;10
NUEVO LEÓN;LICENCIATURA EN FINANZAS INTERNACIONALES;25;31;31;62;19;13;32;120;95;215;26;13;39
NUEVO LEÓN;LICENCIATURA EN FÍSICA;60;45;17;62;34;17;51;108;36;144;5;1;6
NUEVO LEÓN;LICENCIATURA EN FOTOGRAFÍA COMERCIAL Y DIGITAL;15;4;6;10;5;11;16;11;26;37;0;0;0
NUEVO LEÓN;LICENCIATURA EN GASTRONOMÍA;100;21;4;25;21;3;24;21;3;24;0;0;0
NUEVO LEÓN;LICENCIATURA EN GASTRONOMÍA, CHEF;50;15;35;50;9;16;25;163;229;392;30;50;80
NUEVO LEÓN;LICENCIATURA EN HISTORIA;0;0;0;0;0;0;0;1;0;1;0;0;0
NUEVO LEÓN;LICENCIATURA EN HISTORIA Y ESTUDIOS DE HUMANIDADES;45;14;13;27;11;8;19;55;66;121;7;4;11
NUEVO LEÓN;LICENCIATURA EN HOTELERÍA Y TURISMO;140;19;24;43;14;22;36;78;129;207;7;22;29
NUEVO LEÓN;LICENCIATURA EN INFORMÁTICA;0;0;0;0;0;0;0;20;25;45;2;9;11
NUEVO LEÓN;LICENCIATURA EN INFORMÁTICA ADMINISTRATIVA;315;16;8;24;14;6;20;176;108;284;136;117;253
NUEVO LEÓN;LICENCIATURA EN INFORMÁTICA APLICADA;7;3;4;7;3;4;7;16;11;27;5;19;24
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA CIVIL;0;0;0;0;0;0;0;0;0;0;6;0;6
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA ELÉCTRICA ÁREA CONDUCCIÓN;100;90;10;100;83;6;89;191;18;209;8;0;8
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA ELÉCTRICA ÁREA MEDICIÓN;100;68;8;76;60;2;62;117;5;122;3;0;3
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA ELÉCTRICA ÁREA SERVICIO AL CLIENTE;100;35;14;49;27;9;36;42;13;55;2;0;2
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA ELECTRÓNICA Y COMUNICACIONES;0;0;0;0;0;0;0;2;0;2;2;0;2
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA EN CALIDAD Y PRODUCTIVIDAD;0;0;0;0;0;0;0;2;0;2;2;0;2
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA EN COMPUTACIÓN ADMINISTRATIVA;30;0;0;0;0;0;0;13;4;17;5;5;10
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA EN COMPUTACIÓN FINANCIERA;0;0;0;0;0;0;0;8;2;10;1;1;2
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA EN DESARROLLO DE SOFTWARE;60;26;4;30;21;2;23;68;7;75;12;2;14
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA EN INTELIGENCIA DE MERCADOS;0;0;0;0;0;0;0;9;2;11;3;3;6
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA EN MECATRÓNICA;20;19;1;20;19;1;20;98;9;107;20;0;20
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA EN NEGOCIOS INTERNACIONALES;55;9;15;24;6;10;16;74;36;110;11;9;20
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA EN PROCESOS ORGANIZACIONALES;0;0;0;0;0;0;0;1;2;3;1;0;1
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA EN SEGURIDAD COMPUTACIONAL;0;0;0;0;0;0;0;26;2;28;5;0;5
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES;40;20;12;32;5;1;6;18;3;21;0;0;0
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA EN SISTEMAS DE COMPUTACIÓN ADMINISTRATIVA;75;34;3;37;34;3;37;94;12;106;13;2;15
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA EN SISTEMAS DE COMPUTACIÓN ADMINISTRATIVA (APLICACIONES DE INTERNET);50;4;4;8;2;1;3;11;7;18;9;3;12
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA EN SISTEMAS DE LOGÍSTICA;15;0;0;0;0;0;0;8;7;15;4;1;5
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA INDUSTRIAL;132;64;22;86;54;18;72;227;71;298;38;13;51
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA INDUSTRIAL Y DE FINANZAS;0;0;0;0;0;0;0;4;0;4;0;0;0
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA INDUSTRIAL Y DE SISTEMAS;146;122;33;155;102;20;122;285;54;339;7;3;10
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA INDUSTRIAL Y DE SISTEMAS (CALIDAD Y PRODUCTIVIDAD);50;4;3;7;2;1;3;8;8;16;1;1;2
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA MECÁNICA;0;0;0;0;0;0;0;2;0;2;1;0;1
NUEVO LEÓN;LICENCIATURA EN INGENIERÍA QUÍMICA;0;0;0;0;0;0;0;7;0;7;2;1;3
NUEVO LEÓN;LICENCIATURA EN INTELIGENCIA DE MERCADOS;0;0;0;0;0;0;0;1;2;3;0;0;0
NUEVO LEÓN;LICENCIATURA EN INTERVENCIÓN EDUCATIVA;37;2;35;37;2;35;37;9;103;112;3;31;34
NUEVO LEÓN;LICENCIATURA EN INTERVENCIÓN EDUCATIVA E INFORMÁTICA;13;1;12;13;1;12;13;1;21;22;0;5;5
NUEVO LEÓN;LICENCIATURA EN LA ENSEÑANZA DE LA LENGUA INGLESA;0;8;11;19;8;11;19;11;15;26;0;0;0
NUEVO LEÓN;LICENCIATURA EN LENGUA Y LITERATURA HISPÁNICAS;22;2;20;22;0;15;15;17;52;69;3;7;10
NUEVO LEÓN;LICENCIATURA EN LENGUAJE Y PRODUCCIÓN AUDIOVISUAL;100;114;134;248;64;50;114;285;280;565;21;22;43
NUEVO LEÓN;LICENCIATURA EN LENGUAS EXTRANJERAS;5;4;1;5;4;1;5;10;15;25;2;3;5
NUEVO LEÓN;LICENCIATURA EN LETRAS;10;2;11;13;1;5;6;8;18;26;1;1;2
NUEVO LEÓN;LICENCIATURA EN LETRAS HISPÁNICAS;0;0;0;0;0;0;0;1;1;2;5;4;9
NUEVO LEÓN;LICENCIATURA EN LETRAS MEXICANAS;50;14;20;34;11;16;27;64;98;162;7;8;15
NUEVO LEÓN;LICENCIATURA EN LINGÜÍSTICA APLICADA;0;0;0;0;0;0;0;1;5;6;2;5;7
NUEVO LEÓN;LICENCIATURA EN MATEMÁTICAS;63;39;29;68;31;29;60;107;116;223;8;13;21
NUEVO LEÓN;LICENCIATURA EN MENTEFACTURA;0;0;0;0;0;0;0;0;0;0;2;4;6
NUEVO LEÓN;LICENCIATURA EN MERCADOTECNIA;1064;244;299;543;140;186;326;877;978;1855;269;270;539
NUEVO LEÓN;LICENCIATURA EN MERCADOTECNIA E INNOVACIÓN PARA NEGOCIOS;10;2;3;5;2;3;5;12;16;28;0;0;0
NUEVO LEÓN;LICENCIATURA EN MERCADOTECNIA INTERNACIONAL;155;60;117;177;41;64;105;181;333;514;28;44;72
NUEVO LEÓN;LICENCIATURA EN MERCADOTECNIA Y PUBLICIDAD;60;15;17;32;15;17;32;41;55;96;0;0;0
NUEVO LEÓN;LICENCIATURA EN MERCADOTENIA DE ESPECIALIDAD EN ATENCIÓN AL CLIENTE;50;15;10;25;8;6;14;19;47;66;0;0;0
NUEVO LEÓN;LICENCIATURA EN MULTIMEDIA Y ANIMACIÓN DIGITAL;198;216;59;275;143;34;177;416;112;528;0;0;0
NUEVO LEÓN;LICENCIATURA EN MÚSICA;134;89;45;134;53;22;75;152;76;228;1;2;3
NUEVO LEÓN;LICENCIATURA EN MÚSICA E INSTRUMENTISTA;0;0;0;0;0;0;0;0;0;0;1;1;2
NUEVO LEÓN;LICENCIATURA EN MÚSICA Y CANTANTE;0;0;0;0;0;0;0;0;0;0;0;3;3
NUEVO LEÓN;LICENCIATURA EN MÚSICA Y COMPOSICIÓN;0;0;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN MÚSICA Y EDUCACIÓN MUSICAL;0;0;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN NEGOCIOS INTERNACIONALES;702;275;375;650;219;296;515;1333;1373;2706;186;188;374
NUEVO LEÓN;LICENCIATURA EN NUTRICIÓN;312;118;537;655;39;228;267;228;1437;1665;11;180;191
NUEVO LEÓN;LICENCIATURA EN NUTRICIÓN Y BIENESTAR INTEGRAL;95;7;88;95;1;38;39;9;187;196;0;28;28
NUEVO LEÓN;LICENCIATURA EN NUTRICIÓN Y DIETÉTICA;55;9;46;55;4;6;10;9;46;55;1;13;14
NUEVO LEÓN;LICENCIATURA EN ODONTOLOGÍA;5;1;4;5;3;4;7;17;20;37;0;0;0
NUEVO LEÓN;LICENCIATURA EN OPTOMETRÍA;15;4;1;5;4;1;5;29;53;82;13;13;26
NUEVO LEÓN;LICENCIATURA EN ORGANIZACIÓN DE SERVICIOS TURÍSTICOS;20;10;10;20;0;2;2;3;20;23;0;0;0
NUEVO LEÓN;LICENCIATURA EN PEDAGOGÍA;172;34;123;157;34;123;157;116;397;513;11;68;79
NUEVO LEÓN;LICENCIATURA EN PERIODISMO Y MEDIOS DE INFORMACIÓN;14;1;13;14;1;4;5;17;49;66;2;11;13
NUEVO LEÓN;LICENCIATURA EN PROCESOS DOCENTES;6;3;10;13;1;5;6;2;10;12;1;8;9
NUEVO LEÓN;LICENCIATURA EN PRODUCCIÓN TELEVISA;50;7;2;9;7;2;9;21;15;36;4;4;8
NUEVO LEÓN;LICENCIATURA EN PSICOLOGÍA;2718;759;1656;2415;422;878;1300;2291;4804;7095;464;903;1367
NUEVO LEÓN;LICENCIATURA EN PSICOLOGÍA CLÍNICA;60;9;51;60;2;4;6;9;51;60;3;6;9
NUEVO LEÓN;LICENCIATURA EN PSICOLOGÍA CON ACENTUACIÓN EN PSICOLOGÍA GENERAL;6;2;4;6;0;4;4;8;28;36;2;2;4
NUEVO LEÓN;LICENCIATURA EN PSICOLOGÍA CON ACENTUACIÓN EN PSICOLOGÍA LABORAL;0;0;0;0;0;0;0;0;0;0;0;1;1
NUEVO LEÓN;LICENCIATURA EN PSICOLOGÍA EDUCATIVA;129;36;70;106;2;19;21;3;68;71;3;7;10
NUEVO LEÓN;LICENCIATURA EN PSICOLOGÍA LABORAL;20;0;2;2;0;2;2;2;8;10;0;0;0
NUEVO LEÓN;LICENCIATURA EN PSICOLOGÍA ORGANIZACIONAL;241;18;50;68;9;28;37;81;199;280;13;35;48
NUEVO LEÓN;LICENCIATURA EN PSICOPEDAGOGÍA;80;1;50;51;0;39;39;2;148;150;0;14;14
NUEVO LEÓN;LICENCIATURA EN PSICOPEDAGOGÍA CON ACENTUACIÓN EN EDUCACIÓN ESPECIAL;0;0;0;0;0;0;0;0;1;1;0;1;1
NUEVO LEÓN;LICENCIATURA EN PSICOPEDAGOGÍA Y GESTIÓN;100;10;35;45;6;31;37;18;112;130;1;33;34
NUEVO LEÓN;LICENCIATURA EN PUBLICIDAD;32;3;5;8;3;5;8;22;40;62;4;5;9
NUEVO LEÓN;LICENCIATURA EN QUÍMICA INDUSTRIAL;44;30;14;44;30;13;43;158;83;241;14;15;29
NUEVO LEÓN;LICENCIATURA EN RECURSOS HUMANOS;10;3;8;11;3;5;8;17;50;67;1;6;7
NUEVO LEÓN;LICENCIATURA EN RELACIONES INDUSTRIALES;20;1;1;2;1;1;2;13;13;26;5;4;9
NUEVO LEÓN;LICENCIATURA EN RELACIONES INTERNACIONALES;1514;521;993;1514;209;386;595;1513;2814;4327;286;178;464
NUEVO LEÓN;LICENCIATURA EN SEGURIDAD DE LAS TECNOLOGÍAS DE INFORMACIÓN;50;13;5;18;13;3;16;17;3;20;0;0;0
NUEVO LEÓN;LICENCIATURA EN SISTEMAS ADMINISTRATIVOS COMPUTACIONALES;9;11;2;13;7;2;9;11;2;13;0;0;0
NUEVO LEÓN;LICENCIATURA EN SISTEMAS COMPUTACIONALES;15;5;3;8;5;3;8;15;5;20;0;0;0
NUEVO LEÓN;LICENCIATURA EN SISTEMAS COMPUTACIONALES ADMINISTRATIVOS;100;5;2;7;4;2;6;26;15;41;7;3;10
NUEVO LEÓN;LICENCIATURA EN SISTEMAS COMPUTACIONALES, CONTABLES Y ADMINISTRATIVOS;0;0;0;0;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;LICENCIATURA EN SISTEMAS DE COMPUTACIÓN ADMINISTRATIVA;303;152;101;253;66;40;106;354;201;555;84;68;152
NUEVO LEÓN;LICENCIATURA EN SOCIOLOGÍA;65;15;14;29;9;8;17;46;49;95;3;4;7
NUEVO LEÓN;LICENCIATURA EN TECNOLOGÍA AMBIENTAL;0;0;0;0;0;0;0;32;30;62;0;0;0
NUEVO LEÓN;LICENCIATURA EN TECNOLOGÍA DE LA INFORMACIÓN;0;0;0;0;0;0;0;10;2;12;1;0;1
NUEVO LEÓN;LICENCIATURA EN TECNOLOGÍA DEPORTIVA;0;0;0;0;0;0;0;13;5;18;39;15;54
NUEVO LEÓN;LICENCIATURA EN TECNOLOGÍA EDUCATIVA;15;0;0;0;0;0;0;2;1;3;0;0;0
NUEVO LEÓN;LICENCIATURA EN TECNOLOGÍAS DE INFORMACIÓN;180;122;58;180;122;58;180;692;441;1133;0;0;0
NUEVO LEÓN;LICENCIATURA EN TEOLOGÍA;159;130;5;135;58;2;60;130;5;135;25;2;27
NUEVO LEÓN;LICENCIATURA EN TERAPIA FÍSICA Y REHABILITACIÓN;14;7;7;14;7;7;14;7;7;14;0;0;0
NUEVO LEÓN;LICENCIATURA EN TRABAJO SOCIAL;20;1;7;8;1;7;8;1;39;40;0;0;0
NUEVO LEÓN;LICENCIATURA EN TRABAJO SOCIAL Y COMUNITARIO;85;18;67;85;18;67;85;18;67;85;0;0;0
NUEVO LEÓN;LICENCIATURA EN TRABAJO SOCIAL Y DESARROLLO HUMANO;174;11;195;206;9;165;174;46;862;908;9;114;123
NUEVO LEÓN;LICENCIATURA EN TURISMO ALTERNATIVO;20;2;0;2;1;0;1;2;0;2;0;0;0
NUEVO LEÓN;LICENCIATURA EN TURISMO INTERNACIONAL;25;10;39;49;5;20;25;28;127;155;0;15;15
NUEVO LEÓN;LICENCIATURA MÚSICA, ÁREA ENSEÑANZA MUSICAL;35;22;13;35;7;5;12;22;13;35;1;2;3
NUEVO LEÓN;MÉDICO CIRUJANO;1092;521;571;1092;152;113;265;840;738;1578;96;72;168
NUEVO LEÓN;MÉDICO CIRUJANO DENTISTA;20;16;29;45;2;15;17;20;78;98;0;0;0
NUEVO LEÓN;MÉDICO CIRUJANO ODONTÓLOGO;45;16;29;45;7;7;14;15;32;47;0;0;0
NUEVO LEÓN;MÉDICO CIRUJANO Y PARTERO;1195;1744;1820;3564;619;564;1183;3803;3139;6942;408;375;783
NUEVO LEÓN;MÉDICO VETERINARIO Y ZOOTECNISTA;56;26;30;56;26;30;56;161;116;277;32;24;56
NUEVO LEÓN;MÉDICO VETERINARIO ZOOTECNISTA;190;102;122;224;69;79;148;317;425;742;35;50;85
NUEVO LEÓN;QUÍMICO BACTERIÓLOGO PARASITÓLOGO;132;145;189;334;67;64;131;380;428;808;42;54;96
NUEVO LEÓN;QUÍMICO CLÍNICO BIÓLOGO;119;63;123;186;37;47;84;136;184;320;13;33;46
NUEVO LEÓN;QUÍMICO FARMACÉUTICO BIÓLOGO;287;104;183;287;66;90;156;285;475;760;16;54;70
OAXACA;TOTAL;30936;16756;20769;37525;9471;9838;19309;32060;33300;65360;4371;5632;10003
OAXACA;ARQUITECTURA;90;68;14;82;68;14;82;219;73;292;18;8;26
OAXACA;CIRUJANO DENTISTA;241;215;380;595;165;263;428;529;905;1434;58;130;188
OAXACA;CONTADOR PÚBLICO;315;109;165;274;110;144;254;172;264;436;0;0;0
OAXACA;GASTRONOMÍA;0;0;0;0;0;0;0;16;13;29;1;3;4
OAXACA;INGENIERÍA AGRÍCOLA TROPICAL;30;10;0;10;6;0;6;11;2;13;0;0;0
OAXACA;INGENIERÍA AMBIENTAL;50;11;12;23;5;7;12;21;22;43;6;8;14
OAXACA;INGENIERÍA BIOQUÍMICA;45;16;15;31;12;12;24;71;91;162;6;13;19
OAXACA;INGENIERÍA CIVIL;475;579;124;703;337;96;433;1509;347;1856;95;13;108
OAXACA;INGENIERÍA DE LOS ALIMENTOS;40;11;27;38;4;15;19;12;29;41;3;3;6
OAXACA;INGENIERÍA ELÉCTRICA;100;90;4;94;90;4;94;340;14;354;37;2;39
OAXACA;INGENIERÍA ELECTROMECÁNICA;190;179;5;184;170;4;174;474;21;495;26;6;32
OAXACA;INGENIERÍA ELECTRÓNICA;132;160;21;181;144;11;155;698;84;782;52;9;61
OAXACA;INGENIERÍA EN ACUICULTURA;66;14;11;25;13;8;21;40;58;98;3;1;4
OAXACA;INGENIERÍA EN ADMINISTRACIÓN;125;49;89;138;46;72;118;53;96;149;0;0;0
OAXACA;INGENIERÍA EN AGROINDUSTRIAS;35;5;7;12;2;5;7;10;14;24;3;1;4
OAXACA;INGENIERÍA EN AGRONOMÍA;445;266;138;404;224;113;337;828;397;1225;128;55;183
OAXACA;INGENIERÍA EN ALIMENTOS;35;4;5;9;2;1;3;4;8;12;1;2;3
OAXACA;INGENIERÍA EN COMPUTACIÓN;74;54;20;74;47;14;61;99;22;121;21;5;26
OAXACA;INGENIERÍA EN DESARROLLO COMUNITARIO;310;78;82;160;62;69;131;145;177;322;4;2;6
OAXACA;INGENIERÍA EN DESARROLLO E INNOVACIÓN EMPRESARIAL;0;0;0;0;0;0;0;18;40;58;0;0;0
OAXACA;INGENIERÍA EN DISEÑO;120;47;50;97;40;42;82;99;94;193;11;9;20
OAXACA;INGENIERÍA EN ELÉCTRICA;80;80;12;92;91;14;105;391;30;421;18;1;19
OAXACA;INGENIERÍA EN ELECTROMECÁNICA;90;87;4;91;0;0;0;152;4;156;8;0;8
OAXACA;INGENIERÍA EN ELECTRÓNICA;80;61;3;64;38;3;41;87;6;93;17;1;18
OAXACA;INGENIERÍA EN ENERGÍAS RENOVABLES;0;0;0;0;0;0;0;24;11;35;0;0;0
OAXACA;INGENIERÍA EN FARMACOBIOLOGÍA;35;14;17;31;10;10;20;21;27;48;0;0;0
OAXACA;INGENIERÍA EN FÍSICA APLICADA;40;22;6;28;19;5;24;30;12;42;0;0;0
OAXACA;INGENIERÍA EN GESTIÓN EMPRESARIAL;877;326;566;892;293;478;771;769;1298;2067;0;0;0
OAXACA;INGENIERÍA EN INDUSTRIAS ALIMENTARIAS;23;8;15;23;4;12;16;33;50;83;8;12;20
OAXACA;INGENIERÍA EN MECATRÓNICA;200;147;20;167;112;10;122;209;19;228;19;10;29
OAXACA;INGENIERÍA EN PESQUERÍAS;0;0;0;0;0;0;0;3;7;10;3;7;10
OAXACA;INGENIERÍA EN SISTEMAS COMPUTACIONALES;670;625;195;820;455;138;593;1562;599;2161;127;35;162
OAXACA;INGENIERÍA EN TECNOLOGÍA DE LA MADERA;60;7;7;14;5;4;9;6;6;12;0;0;0
OAXACA;INGENIERÍA EN TECNOLOGÍAS BIOALIMENTARIAS;56;0;0;0;0;0;0;19;37;56;0;0;0
OAXACA;INGENIERÍA EN TECNOLOGÍAS DE INFORMACIÓN Y TELECOMUNICACIONES;0;0;0;0;0;0;0;16;1;17;16;3;19
OAXACA;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES;141;84;47;131;71;41;112;143;79;222;0;0;0
OAXACA;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y TELECOMUNICACIONES;44;26;18;44;20;13;33;20;13;33;0;0;0
OAXACA;INGENIERÍA FORESTAL;288;148;123;271;89;82;171;282;237;519;5;0;5
OAXACA;INGENIERÍA INDUSTRIAL;545;295;186;481;263;162;425;868;575;1443;77;43;120
OAXACA;INGENIERÍA INDUSTRIAL EN PROCESOS Y SERVICIOS;0;0;0;0;0;0;0;19;6;25;2;1;3
OAXACA;INGENIERÍA INFORMÁTICA;335;184;144;328;176;129;305;315;235;550;0;0;0
OAXACA;INGENIERÍA MECÁNICA;297;336;26;362;297;10;307;1048;41;1089;82;19;101
OAXACA;INGENIERÍA MECATRÓNICA;60;53;4;57;33;3;36;60;5;65;0;0;0
OAXACA;INGENIERÍA QUÍMICA;80;42;69;111;40;65;105;202;235;437;16;36;52
OAXACA;LICENCIATURA EN ADMINISTRACIÓN;400;150;328;478;123;207;330;639;1319;1958;141;318;459
OAXACA;LICENCIATURA EN ADMINISTRACIÓN  PÚBLICA Y GESTIÓN MUNICIPAL;25;33;35;68;12;16;28;12;16;28;0;0;0
OAXACA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;584;349;541;890;204;300;504;678;957;1635;81;104;185
OAXACA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS;50;5;5;10;0;0;0;2;0;2;0;0;0
OAXACA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS CON ESPECIALIDAD EN COMERCIO INTERNACIONAL;30;3;4;7;0;0;0;2;3;5;3;4;7
OAXACA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS CON ESPECIALIDAD EN MERCADOTECNIA;50;15;15;30;12;11;23;33;42;75;12;24;36
OAXACA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS;220;64;109;173;60;100;160;178;343;521;42;83;125
OAXACA;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS;100;8;8;16;8;6;14;18;16;34;1;18;19
OAXACA;LICENCIATURA EN ADMINISTRACIÓN MUNICIPAL;40;16;13;29;17;9;26;30;34;64;0;0;0
OAXACA;LICENCIATURA EN ADMINISTRACIÓN PÚBLICA;160;38;54;92;26;33;59;59;81;140;7;12;19
OAXACA;LICENCIATURA EN ADMINISTRACIÓN TURÍSTICA;623;83;153;236;58;101;159;204;434;638;20;77;97
OAXACA;LICENCIATURA EN ADMINISTRACIÓN TURÍSTICA Y GASTRONÓMICA;50;8;10;18;6;7;13;14;17;31;0;0;0
OAXACA;LICENCIATURA EN ADMINISTRACIÓN Y DESARROLLO SUSTENTABLE;33;5;17;22;10;13;23;27;30;57;3;9;12
OAXACA;LICENCIATURA EN ANTROPOLOGÍA;0;0;0;0;0;0;0;3;2;5;0;0;0
OAXACA;LICENCIATURA EN ARQUITECTURA;287;846;292;1138;235;90;325;1296;453;1749;234;75;309
OAXACA;LICENCIATURA EN BIOLOGÍA;483;202;277;479;127;185;312;421;665;1086;31;54;85
OAXACA;LICENCIATURA EN BIOLOGÍA MARINA;150;51;70;121;30;30;60;82;95;177;8;13;21
OAXACA;LICENCIATURA EN CIENCIAS AMBIENTALES;60;19;37;56;12;19;31;30;49;79;2;11;13
OAXACA;LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN;200;62;92;154;38;54;92;118;151;269;16;19;35
OAXACA;LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN CON ACENTUACIÓN EN PERIODISMO Y PRODUCCIÓN DE RADIO Y TE;0;0;0;0;0;0;0;31;29;60;1;10;11
OAXACA;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN;240;275;863;1138;67;184;251;184;470;654;28;71;99
OAXACA;LICENCIATURA EN CIENCIAS EMPRESARIALES;370;85;173;258;67;127;194;179;334;513;16;52;68
OAXACA;LICENCIATURA EN CIENCIAS MARÍTIMAS;50;8;11;19;6;8;14;25;28;53;4;8;12
OAXACA;LICENCIATURA EN CIENCIAS POLÍTICAS;30;15;6;21;13;4;17;24;16;40;10;6;16
OAXACA;LICENCIATURA EN CIENCIAS POLÍTICAS Y ADMINISTRACIÓN PÚBLICA;100;18;20;38;10;13;23;41;30;71;11;10;21
OAXACA;LICENCIATURA EN CIENCIAS QUÍMICAS;30;3;11;14;3;9;12;9;23;32;1;4;5
OAXACA;LICENCIATURA EN CIENCIAS SOCIALES Y DESARROLLO REGIONAL;30;12;19;31;9;7;16;9;7;16;0;0;0
OAXACA;LICENCIATURA EN CIENCIAS SOCIALES Y ESTUDIOS POLÍTICOS;30;32;31;63;18;16;34;18;16;34;0;0;0
OAXACA;LICENCIATURA EN CIENCIAS SOCIALES Y SOCIOLOGÍA RURAL;30;13;15;28;6;11;17;6;11;17;0;0;0
OAXACA;LICENCIATURA EN CIENCIAS Y TÉCNICAS DE LA COMUNICACIÓN;124;62;84;146;46;62;108;111;148;259;33;49;82
OAXACA;LICENCIATURA EN COMERCIO EXTERIOR Y ADUANAS;60;6;6;12;6;3;9;18;13;31;11;19;30
OAXACA;LICENCIATURA EN COMPUTACIÓN;70;199;85;284;85;27;112;144;61;205;0;0;0
OAXACA;LICENCIATURA EN COMUNICACIÓN;363;24;40;64;14;30;44;57;103;160;7;15;22
OAXACA;LICENCIATURA EN COMUNICACIÓN E INFORMACIÓN;30;4;1;5;3;1;4;7;7;14;0;1;1
OAXACA;LICENCIATURA EN COMUNICACIÓN GRÁFICA;50;23;25;48;19;19;38;34;43;77;5;6;11
OAXACA;LICENCIATURA EN COMUNICACIÓN PARA EL DESARROLLO SOCIAL;33;8;12;20;10;8;18;25;28;53;7;11;18
OAXACA;LICENCIATURA EN CONTABILIDAD;50;2;6;8;1;5;6;6;10;16;0;6;6
OAXACA;LICENCIATURA EN CONTADURÍA;90;8;12;20;8;12;20;198;300;498;50;97;147
OAXACA;LICENCIATURA EN CONTADURÍA PÚBLICA;670;349;453;802;181;238;419;819;1302;2121;210;315;525
OAXACA;LICENCIATURA EN CONTADURÍA PÚBLICA Y GESTIÓN EMPRESARIAL;100;25;15;40;16;14;30;30;37;67;5;6;11
OAXACA;LICENCIATURA EN CRIMINOLOGÍA, CRIMINALÍSTICA Y TÉCNICAS PERICIALES;320;151;123;274;132;90;222;421;357;778;71;66;137
OAXACA;LICENCIATURA EN DERECHO;1898;1348;1329;2677;830;767;1597;2837;2730;5567;576;532;1108
